date,rate
2012-03-01,2.03
2012-04-01,2.22
2012-05-01,1.98
2012-06-01,1.47
2012-07-01,1.61
2012-08-01,1.56
2012-09-01,1.59
2012-10-01,1.64
2012-11-01,1.75
2012-12-01,1.63
2013-01-01,1.86
2013-02-01,2.04
2013-03-01,1.86
2013-04-01,1.86
2013-05-01,1.66
2013-06-01,2.13
2013-07-01,2.5
2013-08-01,2.74
2013-09-01,2.86
2013-10-01,2.66
2013-11-01,2.65
2013-12-01,2.81
2014-01-01,3
2014-02-01,2.61
2014-03-01,2.6
2014-04-01,2.77
2014-05-01,2.63
2014-06-01,2.54
2014-07-01,2.58
2014-08-01,2.52
2014-09-01,2.42
2014-10-01,2.42
2014-11-01,2.36
2014-12-01,2.22
2015-01-01,2.12
2015-02-01,1.68
2015-03-01,2.08
2015-04-01,1.87
2015-05-01,2.12
2015-06-01,2.19
2015-07-01,2.43
2015-08-01,2.16
2015-09-01,2.17
2015-10-01,2.05
2015-11-01,2.2
2015-12-01,2.15
2016-01-01,2.24
2016-02-01,1.97
2016-03-01,1.83
2016-04-01,1.79
2016-05-01,1.88
2016-06-01,1.85
2016-07-01,1.46
2016-08-01,1.51
2016-09-01,1.57
2016-10-01,1.63
2016-11-01,1.83
2016-12-01,2.45
2017-01-01,2.45
2017-02-01,2.48
2017-03-01,2.46
2017-04-01,2.35
2017-05-01,2.33
2017-06-01,2.21
2017-07-01,2.35
2017-08-01,2.26
2017-09-01,2.16
2017-10-01,2.34
2017-11-01,2.37
2017-12-01,2.37
2018-01-01,2.46
2018-02-01,2.78
2018-03-01,2.81
2018-04-01,2.73
2018-05-01,2.97
2018-06-01,2.89
2018-07-01,2.87
2018-08-01,3
2018-09-01,2.9
2018-10-01,3.09
2018-11-01,3.14
2018-12-01,2.98
2019-01-01,2.66
2019-02-01,2.7
2019-03-01,2.76
2019-04-01,2.49
2019-05-01,2.52
2019-06-01,2.07
2019-07-01,2.03
2019-08-01,1.9
2019-09-01,1.47
2019-10-01,1.65
2019-11-01,1.73
2019-12-01,1.83
2020-01-01,1.88
2020-02-01,1.54
2020-03-01,1.1
2020-04-01,0.62
2020-05-01,0.64
2020-06-01,0.66
2020-07-01,0.69
2020-08-01,0.56
2020-09-01,0.68
2020-10-01,0.68
2020-11-01,0.87
2020-12-01,0.92
2021-01-01,0.93
2021-02-01,1.09
2021-03-01,1.45
2021-04-01,1.69
2021-05-01,1.63
2021-06-01,1.62
2021-07-01,1.48
2021-08-01,1.2
2021-09-01,1.31
2021-10-01,1.48
2021-11-01,1.58
2021-12-01,1.43
2022-01-01,1.63
2022-02-01,1.81
2022-03-01,1.72
2022-04-01,2.39
2022-05-01,2.99
2022-06-01,2.94
2022-07-01,2.88
2022-08-01,2.6
2022-09-01,3.26
2022-10-01,3.67
2022-11-01,4.07
2022-12-01,3.53
2023-01-01,3.79
2023-02-01,3.39
2023-03-01,4.01
2023-04-01,3.43
2023-05-01,3.59
2023-06-01,3.61
2023-07-01,3.86
2023-08-01,4.05
2023-09-01,4.18
2023-10-01,4.69
2023-11-01,4.77
2023-12-01,4.22
2024-01-01,3.95
2024-02-01,3.87
2024-03-01,4.19
2024-04-01,4.33
2024-05-01,4.63
2024-06-01,4.41
2024-07-01,4.48
2024-08-01,3.99
2024-09-01,3.84
